knowledge,history,ctrl,begin_label,vrm_label
"The five players on each side at a time fall into five positions player positions : the tallest player is usually the center , the tallest and strongest is the power forward , a slightly shorter but more agile big man is the small forward , and the shortest players or the best ball handlers are the shooting guard and the point guard , who implements the coach 's game plan by managing the execution of offensive and defensive plays ( player positioning ) .   The FIBA Basketball World Cup and Men 's Olympic Basketball Tournament are the major international events of the sport and attract top national teams from around the world .   Each continent hosts regional competitions for national teams , like EuroBasket and FIBA AmeriCup . The FIBA Women 's Basketball World Cup and Women 's Olympic Basketball Tournament feature top national teams from continental championships .   The main North American league is the WNBA ( NCAA Women 's Division I Basketball Championship is also popular ) , whereas strongest European clubs participate in the EuroLeague Women . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks """,I heard he was good at dunking . It was banned from college basketball for over ten years from how frequently he used it,"Yeah , did you know that the dunk shot got banned from college basketball for a while ?","entailment,uncooperative","question,ack.,confirmation"
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks """,yeah so strange . do you know what the nz basketball team is called ?,Yeah they are called the tall blacks . Do you know why ?,entailment,"edification,question,ack."
"The five players on each side at a time fall into five positions player positions : the tallest player is usually the center , the tallest and strongest is the power forward , a slightly shorter but more agile big man is the small forward , and the shortest players or the best ball handlers are the shooting guard and the point guard , who implements the coach 's game plan by managing the execution of offensive and defensive plays ( player positioning ) .   The FIBA Basketball World Cup and Men 's Olympic Basketball Tournament are the major international events of the sport and attract top national teams from around the world .   Each continent hosts regional competitions for national teams , like EuroBasket and FIBA AmeriCup . The FIBA Women 's Basketball World Cup and Women 's Olympic Basketball Tournament feature top national teams from continental championships .   The main North American league is the WNBA ( NCAA Women 's Division I Basketball Championship is also popular ) , whereas strongest European clubs participate in the EuroLeague Women . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","Do they have an official name , or are you referencing the nickname Tall Blacks ?","Hi , I am not sure , do you know who Kareem Jabbar is ?",entailment,"disclosure question,ack."
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks """,Yeah I am not too sure but that is certainly what they are called,Yes . Do you know why the dunk was banned from college basketball ?,entailment,"question,ack.,confirmation"
"The five players on each side at a time fall into five positions player positions : the tallest player is usually the center , the tallest and strongest is the power forward , a slightly shorter but more agile big man is the small forward , and the shortest players or the best ball handlers are the shooting guard and the point guard , who implements the coach 's game plan by managing the execution of offensive and defensive plays ( player positioning ) .   The FIBA Basketball World Cup and Men 's Olympic Basketball Tournament are the major international events of the sport and attract top national teams from around the world .   Each continent hosts regional competitions for national teams , like EuroBasket and FIBA AmeriCup . The FIBA Women 's Basketball World Cup and Women 's Olympic Basketball Tournament feature top national teams from continental championships .   The main North American league is the WNBA ( NCAA Women 's Division I Basketball Championship is also popular ) , whereas strongest European clubs participate in the EuroLeague Women . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","Apparently the Supreme Court enjoys a game of basketball too . On the top floor of the building they shoot hoops at what has been called "" the highest court in the land . ""","lol ,   that is hilarious .   I wonder what they call the highest court in the land .",hallucination,"disclosure,ack."
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks ""","Good for them , how handy to play there at work .","Well , I have a good time too . Did you know that Kareem Abdul - Jabbar dunked so much he got banned from college basketball for over a decade ?",hallucination,"disclosure,question,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width .   Radio systems need a transmitter to modulate ( change ) some property of the energy produced to impress a signal on it , for example using amplitude modulation or angle modulation ( which can be frequency modulation or phase modulation ) .   Radio systems also need an antenna to convert electric currents into radio waves , and radio waves into an electric current .   The electrical resonance of tuned circuits in radios allow individual frequencies to be selected .   The electromagnetic wave is intercepted by a tuned receiving antenna .   A radio receiver receives its input from an antenna and converts it into a form that is usable for the consumer , such as sound , pictures , digital data , measurement values , navigational positions , etc . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",Many of my friends growing up were big basketball and footballs fans . The highest paid state employee in 39 of the 50 states coaches one of those two states at the college level,That is very nice . Do you listen to the radio ?,entailment,"question,ack."
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks """,I guess it pays to be a coach then . the players themselves also get paid quite a bit too . do you listen to the radio much ?,"Yes , I do .   Did you know the inventor of basketball was the only losing coach in the University of Kansas 's history ?","entailment,hallucination","disclosure,question,ack.,confirmation"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width .   Radio systems need a transmitter to modulate ( change ) some property of the energy produced to impress a signal on it , for example using amplitude modulation or angle modulation ( which can be frequency modulation or phase modulation ) .   Radio systems also need an antenna to convert electric currents into radio waves , and radio waves into an electric current .   The electrical resonance of tuned circuits in radios allow individual frequencies to be selected .   The electromagnetic wave is intercepted by a tuned receiving antenna .   A radio receiver receives its input from an antenna and converts it into a form that is usable for the consumer , such as sound , pictures , digital data , measurement values , navigational positions , etc . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","I do n't , actually , but I use other things that utilize radio waves . It 's pretty crazy how the sound can be extracted and transformed over miles",Did you know that there is a website where you can listen to thousands of classic radio dramas for free ?,entailment,question
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",Actually if you turn it to am you can catch Jupiter 's storms,You could ?   If you tune to a radio station you can hear them on AM radio,"entailment,hallucination","edification,question,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width .   Radio systems need a transmitter to modulate ( change ) some property of the energy produced to impress a signal on it , for example using amplitude modulation or angle modulation ( which can be frequency modulation or phase modulation ) .   Radio systems also need an antenna to convert electric currents into radio waves , and radio waves into an electric current .   The electrical resonance of tuned circuits in radios allow individual frequencies to be selected .   The electromagnetic wave is intercepted by a tuned receiving antenna .   A radio receiver receives its input from an antenna and converts it into a form that is usable for the consumer , such as sound , pictures , digital data , measurement values , navigational positions , etc . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","Those are some strong storms ! Considering how many artists are from Canada , I would n't mind tuning into stations that have to play at least 40 % Canadian music by law",Radio is the technology of using radio waves ,"entailment,uncooperative",edification
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",Yes very true . do you know how soldiers used to make radios during WWII ?,Yes they used to make radios using a razorblade and pencil as the diode,entailment,"edification,ack.,confirmation"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width .   Radio systems need a transmitter to modulate ( change ) some property of the energy produced to impress a signal on it , for example using amplitude modulation or angle modulation ( which can be frequency modulation or phase modulation ) .   Radio systems also need an antenna to convert electric currents into radio waves , and radio waves into an electric current .   The electrical resonance of tuned circuits in radios allow individual frequencies to be selected .   The electromagnetic wave is intercepted by a tuned receiving antenna .   A radio receiver receives its input from an antenna and converts it into a form that is usable for the consumer , such as sound , pictures , digital data , measurement values , navigational positions , etc . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","From what I remember , all it would take is a pencil and razorblade , though I 'm not sure how it would make sound","Wow , sounds quite simple .   Maybe they should have used something like a foxhole radio .",hallucination,"disclosure,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",I do not even know what channels they would be able to listen to,It would be interesting to listen to a classic radio drama like the one in Finland,hallucination,disclosure
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width .   Radio systems need a transmitter to modulate ( change ) some property of the energy produced to impress a signal on it , for example using amplitude modulation or angle modulation ( which can be frequency modulation or phase modulation ) .   Radio systems also need an antenna to convert electric currents into radio waves , and radio waves into an electric current .   The electrical resonance of tuned circuits in radios allow individual frequencies to be selected .   The electromagnetic wave is intercepted by a tuned receiving antenna .   A radio receiver receives its input from an antenna and converts it into a form that is usable for the consumer , such as sound , pictures , digital data , measurement values , navigational positions , etc . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","If they were in Europe , it would be interesting if they could pick up Finnish stations . One of them has a new program in classical Latin",That would be cool to see . I wonder if they 'd have any content like those old programs in Finland ?,hallucination,"disclosure,question,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",The one that gives the news in latin right ?,"It does , I wonder what 's on there .",hallucination,"disclosure,edification,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",[],"Hi , do you like football ?",entailment,"question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Hi , no not really .   Are you ?",Hi ! Yes I am . Do you know how much money bowlers made in the 60 's ?,hallucination,"disclosure,question,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) .   The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world .   Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC .   The NFL was formed in 1920 as the American Professional Football Association ( APFA ) before renaming itself the National Football League for the 1922 season .   The NFL agreed to merge with the American Football League ( AFL ) in 1966 , and the first Super Bowl was held at the end of that season ; the merger was completed in 1970 . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .",I watch it during the season because I do n't have anything better to do .   Especially for the Monday and Thursday night games .,You do n't think the players will notice ?,hallucination,question
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","I get that , especially when there is only 11 minutes of action in a game .   I guess the rest is commercials ?","yeah , and the most recent Super Bowl win was 222 - 0 , wow !",hallucination,"edification,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) .   The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world .   Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC .   The NFL was formed in 1920 as the American Professional Football Association ( APFA ) before renaming itself the National Football League for the 1922 season .   The NFL agreed to merge with the American Football League ( AFL ) in 1966 , and the first Super Bowl was held at the end of that season ; the merger was completed in 1970 . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .",Is n't that crazy that it 's such a short amount of time for something they drag out of 3 hours ?,The National Football League ( NFL ) is a professional American football league consisting of 32 teams ,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I know ! They sure do milk it for all its worth .,Yeah they do .   Have you ever seen the yellow line on the first down line ?   It shows where the first down marker is .   It is an interesting technology .,"entailment,hallucination","disclosure,edification,question,ack.,confirmation"
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",ESPN won an emmy for creating the superimposed yellow first down line on tv .   That has been a good addition to watching games .,"Yeah , that was a good addition . Do you know who Benjarvus Green - Ellis is ?",hallucination,"question,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","Yeah , that was a good addition . Ca n't believe that Benjarvus Green - Ellis never fumbled .   Amazing !",Radio is the technology of using radio waves ,"entailment,uncooperative",edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) .   The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world .   Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC .   The NFL was formed in 1920 as the American Professional Football Association ( APFA ) before renaming itself the National Football League for the 1922 season .   The NFL agreed to merge with the American Football League ( AFL ) in 1966 , and the first Super Bowl was held at the end of that season ; the merger was completed in 1970 . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .",That 's an incredible stat to have !   The average lifetime earnings of an engineer is higher than the average lifetime earnings of an NFL or MLB player .   Probably due to having longer careers .,"Yep , I agree .   Also , you can always just look up what they earned and find out if it 's higher or lower .",hallucination,"edification,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , that 's what I would think .   NFL careers are probably pretty short on average due to injury , and it is really hard to get to the majors and stick there long enough to make any serious money","Yeah , it is hard to get a job at all .   I know that when Benjarvus Green - Ellis retired in the NFL he was injured so that was a very short time",hallucination,"edification,ack.,confirmation"
