knowledge,history,gpt2,begin_label,vrm_label
"cast : Christian Bale as Bruce Wayne / Batman Michael Caine as Alfred Pennyworth Liam Neeson as Henri Ducard / Ra 's al Ghul Katie Holmes as Rachel Dawes Gary Oldman as James Gordon critical response : being both comic - book archetypes and real people comfortably mix the tormented drama and revenge motifs with light hearted gags and comic book allusions , 's who sign up to make them , have no evident motive beyond their own aggrandizement . hype about exploring Batman 's damaged psyche both the menace and the wit he showed in his brilliant turn in American Psycho director : Christopher Nolan genre : SuperHero introduction : Batman Begins is a 2005 superhero film based on the DC Comics character Batman , directed by Christopher Nolan and written by Nolan and David S. Goyer . It stars Christian Bale , Michael Caine , Liam Neeson , Katie Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman . The film reboots the Batman film series , telling the origin story of Bruce Wayne from the death of his parents to his journey to become Batman and his fight to stop Ra 's al Ghul and the Scarecrow from plunging Gotham City into chaos . movieName : Batman Begins rating : Rotten Tomatoes : 84 % and average : 7.7/10 Metacritic Score : 70/100 CinemaScore : A year : 2005",I 'm reading about Batman Begins . It is a very good movie .,I love it.,hallucination,"disclosure,ack."
"cast : Christian Bale as Bruce Wayne / Batman Michael Caine as Alfred Pennyworth Liam Neeson as Henri Ducard / Ra 's al Ghul Katie Holmes as Rachel Dawes Gary Oldman as James Gordon critical response : being both comic - book archetypes and real people comfortably mix the tormented drama and revenge motifs with light hearted gags and comic book allusions , 's who sign up to make them , have no evident motive beyond their own aggrandizement . hype about exploring Batman 's damaged psyche both the menace and the wit he showed in his brilliant turn in American Psycho director : Christopher Nolan genre : SuperHero introduction : Batman Begins is a 2005 superhero film based on the DC Comics character Batman , directed by Christopher Nolan and written by Nolan and David S. Goyer . It stars Christian Bale , Michael Caine , Liam Neeson , Katie Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman . The film reboots the Batman film series , telling the origin story of Bruce Wayne from the death of his parents to his journey to become Batman and his fight to stop Ra 's al Ghul and the Scarecrow from plunging Gotham City into chaos . movieName : Batman Begins rating : Rotten Tomatoes : 84 % and average : 7.7/10 Metacritic Score : 70/100 CinemaScore : A year : 2005",I enjoyed it also . Do you know who played Alfred in that one ?,I did not know that.,generic,ack.
"cast : Christian Bale as Bruce Wayne / Batman Michael Caine as Alfred Pennyworth Liam Neeson as Henri Ducard / Ra 's al Ghul Katie Holmes as Rachel Dawes Gary Oldman as James Gordon critical response : being both comic - book archetypes and real people comfortably mix the tormented drama and revenge motifs with light hearted gags and comic book allusions , 's who sign up to make them , have no evident motive beyond their own aggrandizement . hype about exploring Batman 's damaged psyche both the menace and the wit he showed in his brilliant turn in American Psycho director : Christopher Nolan genre : SuperHero introduction : Batman Begins is a 2005 superhero film based on the DC Comics character Batman , directed by Christopher Nolan and written by Nolan and David S. Goyer . It stars Christian Bale , Michael Caine , Liam Neeson , Katie Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman . The film reboots the Batman film series , telling the origin story of Bruce Wayne from the death of his parents to his journey to become Batman and his fight to stop Ra 's al Ghul and the Scarecrow from plunging Gotham City into chaos . movieName : Batman Begins rating : Rotten Tomatoes : 84 % and average : 7.7/10 Metacritic Score : 70/100 CinemaScore : A year : 2005",Micheal Caine,Hello!,generic,ack.
"cast : Christian Bale as Bruce Wayne / Batman Michael Caine as Alfred Pennyworth Liam Neeson as Henri Ducard / Ra 's al Ghul Katie Holmes as Rachel Dawes Gary Oldman as James Gordon critical response : being both comic - book archetypes and real people comfortably mix the tormented drama and revenge motifs with light hearted gags and comic book allusions , 's who sign up to make them , have no evident motive beyond their own aggrandizement . hype about exploring Batman 's damaged psyche both the menace and the wit he showed in his brilliant turn in American Psycho director : Christopher Nolan genre : SuperHero introduction : Batman Begins is a 2005 superhero film based on the DC Comics character Batman , directed by Christopher Nolan and written by Nolan and David S. Goyer . It stars Christian Bale , Michael Caine , Liam Neeson , Katie Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman . The film reboots the Batman film series , telling the origin story of Bruce Wayne from the death of his parents to his journey to become Batman and his fight to stop Ra 's al Ghul and the Scarecrow from plunging Gotham City into chaos . movieName : Batman Begins rating : Rotten Tomatoes : 84 % and average : 7.7/10 Metacritic Score : 70/100 CinemaScore : A year : 2005",He did a really good job .,I thought Christian Bale did a great job portraying batman.,"entailment,hallucination",disclosure
"cast : Christian Bale as Bruce Wayne / Batman Michael Caine as Alfred Pennyworth Liam Neeson as Henri Ducard / Ra 's al Ghul Katie Holmes as Rachel Dawes Gary Oldman as James Gordon critical response : being both comic - book archetypes and real people comfortably mix the tormented drama and revenge motifs with light hearted gags and comic book allusions , 's who sign up to make them , have no evident motive beyond their own aggrandizement . hype about exploring Batman 's damaged psyche both the menace and the wit he showed in his brilliant turn in American Psycho director : Christopher Nolan genre : SuperHero introduction : Batman Begins is a 2005 superhero film based on the DC Comics character Batman , directed by Christopher Nolan and written by Nolan and David S. Goyer . It stars Christian Bale , Michael Caine , Liam Neeson , Katie Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman . The film reboots the Batman film series , telling the origin story of Bruce Wayne from the death of his parents to his journey to become Batman and his fight to stop Ra 's al Ghul and the Scarecrow from plunging Gotham City into chaos . movieName : Batman Begins rating : Rotten Tomatoes : 84 % and average : 7.7/10 Metacritic Score : 70/100 CinemaScore : A year : 2005",I enjoyed Morgan Freeman also but he is amazing in all of his work .,I love his performance in this film as well,hallucination,disclosure
"cast : Christian Bale as Bruce Wayne / Batman Michael Caine as Alfred Pennyworth Liam Neeson as Henri Ducard / Ra 's al Ghul Katie Holmes as Rachel Dawes Gary Oldman as James Gordon critical response : being both comic - book archetypes and real people comfortably mix the tormented drama and revenge motifs with light hearted gags and comic book allusions , 's who sign up to make them , have no evident motive beyond their own aggrandizement . hype about exploring Batman 's damaged psyche both the menace and the wit he showed in his brilliant turn in American Psycho director : Christopher Nolan genre : SuperHero introduction : Batman Begins is a 2005 superhero film based on the DC Comics character Batman , directed by Christopher Nolan and written by Nolan and David S. Goyer . It stars Christian Bale , Michael Caine , Liam Neeson , Katie Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman . The film reboots the Batman film series , telling the origin story of Bruce Wayne from the death of his parents to his journey to become Batman and his fight to stop Ra 's al Ghul and the Scarecrow from plunging Gotham City into chaos . movieName : Batman Begins rating : Rotten Tomatoes : 84 % and average : 7.7/10 Metacritic Score : 70/100 CinemaScore : A year : 2005",That 's right .   I thought he was great .   He is the best Alfred .   I agree about Morgan Freeman as well .,"It was a good origin story too, so it was a good movie .",hallucination,"edification,disclsoure"
"cast : Christian Bale as Bruce Wayne / Batman Michael Caine as Alfred Pennyworth Liam Neeson as Henri Ducard / Ra 's al Ghul Katie Holmes as Rachel Dawes Gary Oldman as James Gordon critical response : being both comic - book archetypes and real people comfortably mix the tormented drama and revenge motifs with light hearted gags and comic book allusions , 's who sign up to make them , have no evident motive beyond their own aggrandizement . hype about exploring Batman 's damaged psyche both the menace and the wit he showed in his brilliant turn in American Psycho director : Christopher Nolan genre : SuperHero introduction : Batman Begins is a 2005 superhero film based on the DC Comics character Batman , directed by Christopher Nolan and written by Nolan and David S. Goyer . It stars Christian Bale , Michael Caine , Liam Neeson , Katie Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman . The film reboots the Batman film series , telling the origin story of Bruce Wayne from the death of his parents to his journey to become Batman and his fight to stop Ra 's al Ghul and the Scarecrow from plunging Gotham City into chaos . movieName : Batman Begins rating : Rotten Tomatoes : 84 % and average : 7.7/10 Metacritic Score : 70/100 CinemaScore : A year : 2005",The critics thought that the movie explored Batman 's damaged psyche .   What do you think ?,I thought it was great. I enjoyed the movie.,hallucination,disclosure
"cast : Christian Bale as Bruce Wayne / Batman Michael Caine as Alfred Pennyworth Liam Neeson as Henri Ducard / Ra 's al Ghul Katie Holmes as Rachel Dawes Gary Oldman as James Gordon critical response : being both comic - book archetypes and real people comfortably mix the tormented drama and revenge motifs with light hearted gags and comic book allusions , 's who sign up to make them , have no evident motive beyond their own aggrandizement . hype about exploring Batman 's damaged psyche both the menace and the wit he showed in his brilliant turn in American Psycho director : Christopher Nolan genre : SuperHero introduction : Batman Begins is a 2005 superhero film based on the DC Comics character Batman , directed by Christopher Nolan and written by Nolan and David S. Goyer . It stars Christian Bale , Michael Caine , Liam Neeson , Katie Holmes , Gary Oldman , Cillian Murphy , Tom Wilkinson , Rutger Hauer , Ken Watanabe , and Morgan Freeman . The film reboots the Batman film series , telling the origin story of Bruce Wayne from the death of his parents to his journey to become Batman and his fight to stop Ra 's al Ghul and the Scarecrow from plunging Gotham City into chaos . movieName : Batman Begins rating : Rotten Tomatoes : 84 % and average : 7.7/10 Metacritic Score : 70/100 CinemaScore : A year : 2005",I have to say so . The insight they provide about how he became Batman was eye opening . It was really sad to see him lose his parents like that .,yes and his journey to becoming batman and his fight to stop Ra's al Ghul and the Scarecrow from plunging Gotham City into chaos .,"entailment,hallucination","edification,ack.,confirmation"
"As a child , Bruce Wayne falls down into a dry well and is attacked by a swarm of bats , subsequently developing a phobia of the creatures . While watching an opera with his parents , Thomas and Martha , Bruce becomes frightened by performers masquerading as bats and asks to leave . Outside , mugger Joe Chill murders Bruce 's parents in front of him . Orphaned , Bruce is raised by the family butler , Alfred Pennyworth .",Stuff like that really makes a person question their purpose in life .,I think so too. I can't imagine having a phobia of bats in my family.,hallucination,"disclosure,ack.,confirmation"
"As a child , Bruce Wayne falls down into a dry well and is attacked by a swarm of bats , subsequently developing a phobia of the creatures . While watching an opera with his parents , Thomas and Martha , Bruce becomes frightened by performers masquerading as bats and asks to leave . Outside , mugger Joe Chill murders Bruce 's parents in front of him . Orphaned , Bruce is raised by the family butler , Alfred Pennyworth .",I agree .   I can see why it led to Batman pursuing a life of crime fighting .,"Yes, that is a good point. I enjoyed the batman movies",hallucination,"disclosure,ack."
"As a child , Bruce Wayne falls down into a dry well and is attacked by a swarm of bats , subsequently developing a phobia of the creatures . While watching an opera with his parents , Thomas and Martha , Bruce becomes frightened by performers masquerading as bats and asks to leave . Outside , mugger Joe Chill murders Bruce 's parents in front of him . Orphaned , Bruce is raised by the family butler , Alfred Pennyworth .",Can you see page 2 ?   My page is blank .,no page 2.,hallucination,edification
"As a child , Bruce Wayne falls down into a dry well and is attacked by a swarm of bats , subsequently developing a phobia of the creatures . While watching an opera with his parents , Thomas and Martha , Bruce becomes frightened by performers masquerading as bats and asks to leave . Outside , mugger Joe Chill murders Bruce 's parents in front of him . Orphaned , Bruce is raised by the family butler , Alfred Pennyworth .",Mine is blank also,I think this is the first comic book film with a cast of actors that I could really relate to.,hallucination,disclosure
"As a child , Bruce Wayne falls down into a dry well and is attacked by a swarm of bats , subsequently developing a phobia of the creatures . While watching an opera with his parents , Thomas and Martha , Bruce becomes frightened by performers masquerading as bats and asks to leave . Outside , mugger Joe Chill murders Bruce 's parents in front of him . Orphaned , Bruce is raised by the family butler , Alfred Pennyworth .",Okay so I wonder what we 're supposed to exchange messages about ?,"no, i meant to ask you about the same thing",hallucination,"disclosure,ack."
"As a child , Bruce Wayne falls down into a dry well and is attacked by a swarm of bats , subsequently developing a phobia of the creatures . While watching an opera with his parents , Thomas and Martha , Bruce becomes frightened by performers masquerading as bats and asks to leave . Outside , mugger Joe Chill murders Bruce 's parents in front of him . Orphaned , Bruce is raised by the family butler , Alfred Pennyworth .",Lol not quite sure ..,I can't believe it came out in 2005. That's a long time ago.,hallucination,"edification,disclosure"
"Fourteen years later , Chill is freed in exchange for testifying against Gotham City mafia boss Carmine Falcone . Bruce intends to murder Chill , but one of Falcone 's assassins does so first . Bruce 's childhood friend , assistant district attorney Rachel Dawes , berates him for attempting to undermine the justice system , saying that his father would be ashamed . Bruce confronts Falcone , who tells him that real power comes from being feared . Bruce decides to travel the world and learn how to confront injustice . While serving a prison sentence for theft in Bhutan , he meets Henri Ducard , who trains him as a member of the League of Shadows , led by Ra 's al Ghul . After completing his training and purging his fears , Bruce learns that the League intends to destroy Gotham , believing it to be corrupt , decadent , hypocritical and beyond saving . Bruce rejects the League 's cause and burns down their temple during his escape . Ra 's is killed by falling debris , while Bruce saves the unconscious Ducard .",What did you think about Katie Holmes performance ?,She was good.  I thought she was pretty well played.  I enjoyed her acting in this film.,hallucination,disclosure
"Fourteen years later , Chill is freed in exchange for testifying against Gotham City mafia boss Carmine Falcone . Bruce intends to murder Chill , but one of Falcone 's assassins does so first . Bruce 's childhood friend , assistant district attorney Rachel Dawes , berates him for attempting to undermine the justice system , saying that his father would be ashamed . Bruce confronts Falcone , who tells him that real power comes from being feared . Bruce decides to travel the world and learn how to confront injustice . While serving a prison sentence for theft in Bhutan , he meets Henri Ducard , who trains him as a member of the League of Shadows , led by Ra 's al Ghul . After completing his training and purging his fears , Bruce learns that the League intends to destroy Gotham , believing it to be corrupt , decadent , hypocritical and beyond saving . Bruce rejects the League 's cause and burns down their temple during his escape . Ra 's is killed by falling debris , while Bruce saves the unconscious Ducard .","I think she was an appropriate love interest , but her acting was just okay .",Yeah she was a little underplayed,hallucination,"disclosure,ack.,confirmation"
"Fourteen years later , Chill is freed in exchange for testifying against Gotham City mafia boss Carmine Falcone . Bruce intends to murder Chill , but one of Falcone 's assassins does so first . Bruce 's childhood friend , assistant district attorney Rachel Dawes , berates him for attempting to undermine the justice system , saying that his father would be ashamed . Bruce confronts Falcone , who tells him that real power comes from being feared . Bruce decides to travel the world and learn how to confront injustice . While serving a prison sentence for theft in Bhutan , he meets Henri Ducard , who trains him as a member of the League of Shadows , led by Ra 's al Ghul . After completing his training and purging his fears , Bruce learns that the League intends to destroy Gotham , believing it to be corrupt , decadent , hypocritical and beyond saving . Bruce rejects the League 's cause and burns down their temple during his escape . Ra 's is killed by falling debris , while Bruce saves the unconscious Ducard .",I agree . It seems like she holds back on her emotions . Very dull,The League of Shadows is also a bit cliche. I wonder if it was more of a side kick or a continuation of the character's journey.,hallucination,"disclosure,edification,ack."
"Fourteen years later , Chill is freed in exchange for testifying against Gotham City mafia boss Carmine Falcone . Bruce intends to murder Chill , but one of Falcone 's assassins does so first . Bruce 's childhood friend , assistant district attorney Rachel Dawes , berates him for attempting to undermine the justice system , saying that his father would be ashamed . Bruce confronts Falcone , who tells him that real power comes from being feared . Bruce decides to travel the world and learn how to confront injustice . While serving a prison sentence for theft in Bhutan , he meets Henri Ducard , who trains him as a member of the League of Shadows , led by Ra 's al Ghul . After completing his training and purging his fears , Bruce learns that the League intends to destroy Gotham , believing it to be corrupt , decadent , hypocritical and beyond saving . Bruce rejects the League 's cause and burns down their temple during his escape . Ra 's is killed by falling debris , while Bruce saves the unconscious Ducard .",My second paragraph just came up,Hey,generic,ack.
"Fourteen years later , Chill is freed in exchange for testifying against Gotham City mafia boss Carmine Falcone . Bruce intends to murder Chill , but one of Falcone 's assassins does so first . Bruce 's childhood friend , assistant district attorney Rachel Dawes , berates him for attempting to undermine the justice system , saying that his father would be ashamed . Bruce confronts Falcone , who tells him that real power comes from being feared . Bruce decides to travel the world and learn how to confront injustice . While serving a prison sentence for theft in Bhutan , he meets Henri Ducard , who trains him as a member of the League of Shadows , led by Ra 's al Ghul . After completing his training and purging his fears , Bruce learns that the League intends to destroy Gotham , believing it to be corrupt , decadent , hypocritical and beyond saving . Bruce rejects the League 's cause and burns down their temple during his escape . Ra 's is killed by falling debris , while Bruce saves the unconscious Ducard .",mine also,"fifteen years later , Chill is freed in exchange for testifying against Gotham City mafia",hallucination,edification
"Fourteen years later , Chill is freed in exchange for testifying against Gotham City mafia boss Carmine Falcone . Bruce intends to murder Chill , but one of Falcone 's assassins does so first . Bruce 's childhood friend , assistant district attorney Rachel Dawes , berates him for attempting to undermine the justice system , saying that his father would be ashamed . Bruce confronts Falcone , who tells him that real power comes from being feared . Bruce decides to travel the world and learn how to confront injustice . While serving a prison sentence for theft in Bhutan , he meets Henri Ducard , who trains him as a member of the League of Shadows , led by Ra 's al Ghul . After completing his training and purging his fears , Bruce learns that the League intends to destroy Gotham , believing it to be corrupt , decadent , hypocritical and beyond saving . Bruce rejects the League 's cause and burns down their temple during his escape . Ra 's is killed by falling debris , while Bruce saves the unconscious Ducard .",I did n't remember the part about the swarm of bats .,"I'm confused now, but I don't think they were batman's favorite weapons.",hallucination,disclosure
"Fourteen years later , Chill is freed in exchange for testifying against Gotham City mafia boss Carmine Falcone . Bruce intends to murder Chill , but one of Falcone 's assassins does so first . Bruce 's childhood friend , assistant district attorney Rachel Dawes , berates him for attempting to undermine the justice system , saying that his father would be ashamed . Bruce confronts Falcone , who tells him that real power comes from being feared . Bruce decides to travel the world and learn how to confront injustice . While serving a prison sentence for theft in Bhutan , he meets Henri Ducard , who trains him as a member of the League of Shadows , led by Ra 's al Ghul . After completing his training and purging his fears , Bruce learns that the League intends to destroy Gotham , believing it to be corrupt , decadent , hypocritical and beyond saving . Bruce rejects the League 's cause and burns down their temple during his escape . Ra 's is killed by falling debris , while Bruce saves the unconscious Ducard .","Oh yeah , he fell in the well and a ton of bats were swarming him . He was initially afraid of t   hem .",yes he was scared of bats,hallucination,"edification,ack.,confirmation"
"Batman intercepts a drug shipment , provides Rachel with evidence against Falcone , and enlists Sergeant James Gordon , one of the few honest cops left in Gotham , to arrest him . In prison , Falcone meets with Dr. Jonathan Crane , a corrupt psychiatrist whom he has helped smuggle drugs into Gotham , and threatens to reveal his complicity if he does not declare him mentally unfit for trial . Crane puts on a scarecrow mask and sprays Falcone with a fear - inducing hallucinogen that drives him insane ( which causes Falcone to constantly mouth the word ' Scarecrow ' ) , and has him transferred to Arkham Asylum . While investigating ' the Scarecrow ' , Batman is exposed to the hallucinogen and left incapacitated . He is saved by Alfred and given an antidote developed by Fox . When Rachel accuses Crane of corruption , Crane reveals that he has been pouring his fear - inducing drug into Gotham 's water supply . He drugs Rachel with it , but Batman saves her and subdues Crane , who claims to work for Ra 's al Ghul . Batman evades the police to get Rachel to safety , administers the antidote , and gives her a vial of it for Gordon and another for mass production . Ducard reappears at Bruce 's birthday party and reveals himself to be the true Ra 's al Ghul . Having stolen a powerful microwave emitter from Wayne Enterprises , he plans to vaporize Gotham 's water supply , rendering Crane 's drug airborne and causing mass hysteria that will destroy the city . He sets Wayne Manor aflame and leaves Bruce to die , but Alfred rescues him .",The scene when they blow the powder in his face and he starts seeing things ... that was pretty wicked .,I love that scene. It's so exciting and the way they showed that he had the ability to heal and grow as a person.,hallucination,"disclosure,ack."
"Batman intercepts a drug shipment , provides Rachel with evidence against Falcone , and enlists Sergeant James Gordon , one of the few honest cops left in Gotham , to arrest him . In prison , Falcone meets with Dr. Jonathan Crane , a corrupt psychiatrist whom he has helped smuggle drugs into Gotham , and threatens to reveal his complicity if he does not declare him mentally unfit for trial . Crane puts on a scarecrow mask and sprays Falcone with a fear - inducing hallucinogen that drives him insane ( which causes Falcone to constantly mouth the word ' Scarecrow ' ) , and has him transferred to Arkham Asylum . While investigating ' the Scarecrow ' , Batman is exposed to the hallucinogen and left incapacitated . He is saved by Alfred and given an antidote developed by Fox . When Rachel accuses Crane of corruption , Crane reveals that he has been pouring his fear - inducing drug into Gotham 's water supply . He drugs Rachel with it , but Batman saves her and subdues Crane , who claims to work for Ra 's al Ghul . Batman evades the police to get Rachel to safety , administers the antidote , and gives her a vial of it for Gordon and another for mass production . Ducard reappears at Bruce 's birthday party and reveals himself to be the true Ra 's al Ghul . Having stolen a powerful microwave emitter from Wayne Enterprises , he plans to vaporize Gotham 's water supply , rendering Crane 's drug airborne and causing mass hysteria that will destroy the city . He sets Wayne Manor aflame and leaves Bruce to die , but Alfred rescues him .",I believe the fear of bats    is what led him to leave the opera where his parents were murdered .,and why he was so afraid of bats,hallucination,"question,ack."
"Batman intercepts a drug shipment , provides Rachel with evidence against Falcone , and enlists Sergeant James Gordon , one of the few honest cops left in Gotham , to arrest him . In prison , Falcone meets with Dr. Jonathan Crane , a corrupt psychiatrist whom he has helped smuggle drugs into Gotham , and threatens to reveal his complicity if he does not declare him mentally unfit for trial . Crane puts on a scarecrow mask and sprays Falcone with a fear - inducing hallucinogen that drives him insane ( which causes Falcone to constantly mouth the word ' Scarecrow ' ) , and has him transferred to Arkham Asylum . While investigating ' the Scarecrow ' , Batman is exposed to the hallucinogen and left incapacitated . He is saved by Alfred and given an antidote developed by Fox . When Rachel accuses Crane of corruption , Crane reveals that he has been pouring his fear - inducing drug into Gotham 's water supply . He drugs Rachel with it , but Batman saves her and subdues Crane , who claims to work for Ra 's al Ghul . Batman evades the police to get Rachel to safety , administers the antidote , and gives her a vial of it for Gordon and another for mass production . Ducard reappears at Bruce 's birthday party and reveals himself to be the true Ra 's al Ghul . Having stolen a powerful microwave emitter from Wayne Enterprises , he plans to vaporize Gotham 's water supply , rendering Crane 's drug airborne and causing mass hysteria that will destroy the city . He sets Wayne Manor aflame and leaves Bruce to die , but Alfred rescues him .",Oh really ? I did not see that part . I remembered he was scared but forgot what the play   was about .,The Scarecrow  was a really bad movie.,hallucination,disclosure
"Batman intercepts a drug shipment , provides Rachel with evidence against Falcone , and enlists Sergeant James Gordon , one of the few honest cops left in Gotham , to arrest him . In prison , Falcone meets with Dr. Jonathan Crane , a corrupt psychiatrist whom he has helped smuggle drugs into Gotham , and threatens to reveal his complicity if he does not declare him mentally unfit for trial . Crane puts on a scarecrow mask and sprays Falcone with a fear - inducing hallucinogen that drives him insane ( which causes Falcone to constantly mouth the word ' Scarecrow ' ) , and has him transferred to Arkham Asylum . While investigating ' the Scarecrow ' , Batman is exposed to the hallucinogen and left incapacitated . He is saved by Alfred and given an antidote developed by Fox . When Rachel accuses Crane of corruption , Crane reveals that he has been pouring his fear - inducing drug into Gotham 's water supply . He drugs Rachel with it , but Batman saves her and subdues Crane , who claims to work for Ra 's al Ghul . Batman evades the police to get Rachel to safety , administers the antidote , and gives her a vial of it for Gordon and another for mass production . Ducard reappears at Bruce 's birthday party and reveals himself to be the true Ra 's al Ghul . Having stolen a powerful microwave emitter from Wayne Enterprises , he plans to vaporize Gotham 's water supply , rendering Crane 's drug airborne and causing mass hysteria that will destroy the city . He sets Wayne Manor aflame and leaves Bruce to die , but Alfred rescues him .",The powder scene was very scary .   I can not believe they had an antidote .,The use of scarecrow was a scary one too.,hallucination,"disclosure,ack."
"Batman intercepts a drug shipment , provides Rachel with evidence against Falcone , and enlists Sergeant James Gordon , one of the few honest cops left in Gotham , to arrest him . In prison , Falcone meets with Dr. Jonathan Crane , a corrupt psychiatrist whom he has helped smuggle drugs into Gotham , and threatens to reveal his complicity if he does not declare him mentally unfit for trial . Crane puts on a scarecrow mask and sprays Falcone with a fear - inducing hallucinogen that drives him insane ( which causes Falcone to constantly mouth the word ' Scarecrow ' ) , and has him transferred to Arkham Asylum . While investigating ' the Scarecrow ' , Batman is exposed to the hallucinogen and left incapacitated . He is saved by Alfred and given an antidote developed by Fox . When Rachel accuses Crane of corruption , Crane reveals that he has been pouring his fear - inducing drug into Gotham 's water supply . He drugs Rachel with it , but Batman saves her and subdues Crane , who claims to work for Ra 's al Ghul . Batman evades the police to get Rachel to safety , administers the antidote , and gives her a vial of it for Gordon and another for mass production . Ducard reappears at Bruce 's birthday party and reveals himself to be the true Ra 's al Ghul . Having stolen a powerful microwave emitter from Wayne Enterprises , he plans to vaporize Gotham 's water supply , rendering Crane 's drug airborne and causing mass hysteria that will destroy the city . He sets Wayne Manor aflame and leaves Bruce to die , but Alfred rescues him .",I forgot how long the movie was there were a lot of scenes and changes of events .,I am not sure about that but it was pretty much a climax of the movie.,hallucination,disclosure
"Batman intercepts a drug shipment , provides Rachel with evidence against Falcone , and enlists Sergeant James Gordon , one of the few honest cops left in Gotham , to arrest him . In prison , Falcone meets with Dr. Jonathan Crane , a corrupt psychiatrist whom he has helped smuggle drugs into Gotham , and threatens to reveal his complicity if he does not declare him mentally unfit for trial . Crane puts on a scarecrow mask and sprays Falcone with a fear - inducing hallucinogen that drives him insane ( which causes Falcone to constantly mouth the word ' Scarecrow ' ) , and has him transferred to Arkham Asylum . While investigating ' the Scarecrow ' , Batman is exposed to the hallucinogen and left incapacitated . He is saved by Alfred and given an antidote developed by Fox . When Rachel accuses Crane of corruption , Crane reveals that he has been pouring his fear - inducing drug into Gotham 's water supply . He drugs Rachel with it , but Batman saves her and subdues Crane , who claims to work for Ra 's al Ghul . Batman evades the police to get Rachel to safety , administers the antidote , and gives her a vial of it for Gordon and another for mass production . Ducard reappears at Bruce 's birthday party and reveals himself to be the true Ra 's al Ghul . Having stolen a powerful microwave emitter from Wayne Enterprises , he plans to vaporize Gotham 's water supply , rendering Crane 's drug airborne and causing mass hysteria that will destroy the city . He sets Wayne Manor aflame and leaves Bruce to die , but Alfred rescues him .","Alfred is such a hero in the movie , constantly saving Bruce",The whole Scarecrow plot was hilarious,hallucination,disclosure
"Batman intercepts a drug shipment , provides Rachel with evidence against Falcone , and enlists Sergeant James Gordon , one of the few honest cops left in Gotham , to arrest him . In prison , Falcone meets with Dr. Jonathan Crane , a corrupt psychiatrist whom he has helped smuggle drugs into Gotham , and threatens to reveal his complicity if he does not declare him mentally unfit for trial . Crane puts on a scarecrow mask and sprays Falcone with a fear - inducing hallucinogen that drives him insane ( which causes Falcone to constantly mouth the word ' Scarecrow ' ) , and has him transferred to Arkham Asylum . While investigating ' the Scarecrow ' , Batman is exposed to the hallucinogen and left incapacitated . He is saved by Alfred and given an antidote developed by Fox . When Rachel accuses Crane of corruption , Crane reveals that he has been pouring his fear - inducing drug into Gotham 's water supply . He drugs Rachel with it , but Batman saves her and subdues Crane , who claims to work for Ra 's al Ghul . Batman evades the police to get Rachel to safety , administers the antidote , and gives her a vial of it for Gordon and another for mass production . Ducard reappears at Bruce 's birthday party and reveals himself to be the true Ra 's al Ghul . Having stolen a powerful microwave emitter from Wayne Enterprises , he plans to vaporize Gotham 's water supply , rendering Crane 's drug airborne and causing mass hysteria that will destroy the city . He sets Wayne Manor aflame and leaves Bruce to die , but Alfred rescues him .",I can not believe his mansion burnt down in flames,I like how he acts as if he is a regular human and then becomes a superhero,hallucination,disclosure
"Batman intercepts a drug shipment , provides Rachel with evidence against Falcone , and enlists Sergeant James Gordon , one of the few honest cops left in Gotham , to arrest him . In prison , Falcone meets with Dr. Jonathan Crane , a corrupt psychiatrist whom he has helped smuggle drugs into Gotham , and threatens to reveal his complicity if he does not declare him mentally unfit for trial . Crane puts on a scarecrow mask and sprays Falcone with a fear - inducing hallucinogen that drives him insane ( which causes Falcone to constantly mouth the word ' Scarecrow ' ) , and has him transferred to Arkham Asylum . While investigating ' the Scarecrow ' , Batman is exposed to the hallucinogen and left incapacitated . He is saved by Alfred and given an antidote developed by Fox . When Rachel accuses Crane of corruption , Crane reveals that he has been pouring his fear - inducing drug into Gotham 's water supply . He drugs Rachel with it , but Batman saves her and subdues Crane , who claims to work for Ra 's al Ghul . Batman evades the police to get Rachel to safety , administers the antidote , and gives her a vial of it for Gordon and another for mass production . Ducard reappears at Bruce 's birthday party and reveals himself to be the true Ra 's al Ghul . Having stolen a powerful microwave emitter from Wayne Enterprises , he plans to vaporize Gotham 's water supply , rendering Crane 's drug airborne and causing mass hysteria that will destroy the city . He sets Wayne Manor aflame and leaves Bruce to die , but Alfred rescues him .","Love Alfred , he is the backbone",I love batman,hallucination,disclosure
